url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,85,60
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,44,29
/mmvanheusden/SteamDepotDownloaderGUI/releases,9,8
/mmvanheusden/SteamDepotDownloaderGUI/issues,6,2
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.0.6...v2.1.0,3,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/package.json,3,2
/mmvanheusden/SteamDepotDownloaderGUI/pulls,3,2
/mmvanheusden/SteamDepotDownloaderGUI/graphs/traffic,3,1
/mmvanheusden/SteamDepotDownloaderGUI/pulse,3,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/contributing.md,2,2
